74.9	-1.77	664.5	NAN	
75	-1.773	665	NAN	
75.1	-1.7745	665	NAN	
75.2	-1.7745	665.5	NAN	
75.3	-1.7745	666	NAN	
75.4	-1.7775	666	NAN	
75.5	-1.7775	667.5	NAN	
75.6	-1.779	667	NAN	
75.7	-1.779	667	NAN	
75.8	-1.7805	667.5	NAN	
75.9	-1.7805	668	NAN	
76	-1.782	668	NAN	
76.1	-1.785	668.5	NAN	
76.2	-1.785	669	NAN	
76.3	-1.785	669	NAN	
76.4	-1.785	669	NAN	
76.5	-1.7865	669	NAN	
76.6	-1.785	669	NAN	
76.7	-1.7865	669	NAN	
76.8	-1.788	669.5	NAN	
76.9	-1.7895	670	NAN	
77	-1.7895	670	NAN	
77.1	-1.794	671	NAN	
77.2	-1.7955	672	NAN	
77.3	-1.797	672.5	NAN	
77.4	-1.7985	673	NAN	
77.5	-1.8	673	NAN	
77.6	-1.8	673	NAN	
77.7	-1.7985	673.5	NAN	
77.8	-1.8015	673.5	NAN	
77.9	-1.8	673.5	NAN	
78	-1.8015	673.5	NAN	
78.1	-1.8015	673.5	NAN	
78.2	-1.8	673.5	NAN	
78.3	-1.8	673	NAN	
78.4	-1.803	673.5	NAN	
78.5	-1.8075	675	NAN	
78.6	-1.809	675.5	NAN	
78.7	-1.809	676	NAN	
78.8	-1.809	676	NAN	
78.9	-1.8165	677.5	NAN	
79	-1.815	678	NAN	
79.1	-1.818	678.5	NAN	
79.2	-1.8195	679	NAN	
79.3	-1.8225	679.5	NAN	
79.4	-1.821	680	NAN	
79.5	-1.827	680.5	NAN	
79.6	-1.8285	681.5	NAN	
79.7	-1.8315	682.5	NAN	
79.8	-1.836	683.5	NAN	
79.9	-1.8375	684.5	NAN	
80	-1.8405	684.5	NAN	
80.1	-1.839	685	NAN	
80.2	-1.845	686.5	NAN	
80.3	-1.8465	687	NAN	
80.4	-1.848	687.5	NAN	
80.5	-1.848	687.5	NAN	
80.6	-1.851	688.5	NAN	
80.7	-1.8525	688.5	NAN	
80.8	-1.851	688.5	NAN	
80.9	-1.854	689	NAN	
81	-1.854	689.5	NAN	
81.1	-1.8585	690.5	NAN	
81.2	-1.8645	691.5	NAN	
81.3	-1.8645	692	NAN	
81.4	-1.866	692.5	NAN	
81.5	-1.866	693	NAN	
81.6	-1.8645	693	NAN	
81.7	-1.869	693.5	NAN	
81.8	-1.872	694	NAN	
81.9	-1.872	694.5	NAN	
82	-1.875	695.5	NAN	
82.1	-1.8795	696	NAN	
82.2	-1.881	696.5	NAN	
82.3	-1.878	697	NAN	
82.4	-1.878	697	NAN	
82.5	-1.881	697.5	NAN	
82.6	-1.8825	698	NAN	
82.7	-1.884	698	NAN	
